what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110364953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110368160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110370870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110382140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110384601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110386545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110396800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110406207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110411143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110413494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110423757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110428391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110430142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110452592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110455083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110457276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110468178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337110473505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337110475954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110476697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337110479022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337110480647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110481283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110485047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337110506313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337110507603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110508280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337110509657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337110510303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110510702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110512516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110516741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110518265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110523483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110524079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110528000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337110547651
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337110549862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110552970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337110564763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337111165393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115269448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115272468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115298642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115301078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115301468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115301542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115306369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337115316855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187398764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187398915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187401452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187402149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187403311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187405777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187437007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187438597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187439592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187445208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187447263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187459743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337187470677
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337187471418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187472156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187474763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187478672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187479989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187480928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187481378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187483351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187486038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187584657
